5114,6904	773,1734,1152,862,384
1176,6459,4538	1000,1421,2470,384
1176,6459,5217	1000,2052,384
1176,6459,732	1000,2778,1601,384
1176,6459,5202	1000,1454,1180,862,384
1176,6459,2782	1000,1272,306,1962,384
1176,6028,1653	1000,862,2665,1160,384
1176,1077,3813	1000,1299,2626,672,2819,384
1176,1862	1000,2959,862,384
1176,2642	1000,2892,1160,2426,2715,384
1176,1913,182	1000,242,2063,2418,747,862,384
2817,20	1000,2667,2787,2493,384
1379,922,1678	1000,235,1272,176,2195,384
1379,805	1000,235,1182,3255,384
1379,4760	1018,280,137,384
1379,4760	1000,1421,2833,3065,384
1379,5872	1000,1213,1606,873,384
6977,2648,6068	49,175,145
2753,1167	1410,2146,862,384
6823,5303	1162,1834,2555,862,384
6823,5217	859,1421,2052,384
6823,1885	1706,235,2486,842,3255,384
6823,6564	1421,2325,862,384
6823,6502	3179,235,272,3255,384
122,2870,5864	447,1000,2250,2552,384
2518,6507	3323,3409,280,230,384
3811,6227	518,1211,242,129
3978,3806	556,1904,1410,2798,2614,384
3849,150	300,3060,642
3849,150	300,3060,384
3849,150	1225,3060,862,384
6256,5818	1774,2697,513,862,129
1803,6859	2393,2368,129
2130,3072	864,2628,1272,384
3445,2630	2319,213,2657,391,384
853,43	500,407,862,384
853,1873	500,1380,997,862,384
853,3113	500,1717,351,3092,384
5875,4190	1351,881,2076,3409,384
3143,1116	701,1904,1135,384
5805,4398	2426,1605,2052,782,384
5805,1116	629,3409,129
4132,3650	2560,1594,384
4161,3078	533,2630,259,2130,2392,384
4161,3078	533,2630,259,2130,2392,384
182,2625	3310,747,565,862,384
182,1189	750,2427,1503,2787,2493,384
182,1873	2418,747,492,862,384
182,6096	3310,747,1704,1594,862,384
2875,3175	2418,747,2667,3092,384
2286,3146	2892,319,616,384
3410,1475	1717,2628,2076,3409,384
3513,4218	3129,2226,259,129
3513,4218	3244,3255,259,129
6791,4578	501,328,328,384
480	1421,632,129
3541,4185	610,573,129
3541,6362	1160,742,2657,663,1173,862,384
1194,948	1548,2657,2412,129
985,1176,6899	1000,368,862,175,145
379,4357	3242,115,980,1896,384
1241,1176,2874	1000,1734,2344,1798,2470,175,2374
1882,2231	1527,1834,384
4533	2481,1224,3255,129
1489,632	100,230,129
1489,632	280,2667,230,384
4846,2648,3652	1340,1706,167,3318,384
4239,4432	169,577,2157,3092,384
5394,1872	2657,729,1470,1717,384
5430,1004	2325,3404,384
4681,5245,5864	2157,447,2026,862,728
4681,4105,3642	2157,1421,2370,384
4681,4105,908	2157,1421,2152,384
4681,4105,2782	2157,1962,384
2057,182	1160,259,2919,3310,747,384
1146,1900	1761,2919,1695,481,1834,384
5114,461	2784,1734,501,2020,129
3327,3733	1109,1527,518,1204,384
1176,6459,922,1678	1000,235,1272,176,2195,384
1176,6459,575	1000,1272,1211,3086,384
1176,3717,4772	1000,1518,3129,1663,384
1176,3717,20	1000,1139,2787,2493,384
1176,6127,3175	1000,280,2296,3092,384
1176,6900,1475	1000,1717,3179,3327,1505,384
1176,3151,224	1000,1071,1623,500,384
1176,3151,4432	1000,1777,751,2157,384
1176,1789,1653	1000,1297,1160,384
1176,4767,182	1000,2558,1658,3310,747,384
1176,4767,4432	1000,2671,1929,2157,384
1176,3773,3396	1000,527,711,2849,384
1176,3773,1653	1000,527,1435,1160,384
1176,3773,1653	1000,527,711,1160,384
1176,2431,224	1000,1131,500,384
1176,2431,1653	1000,501,789,384
1176,4152,4432	1000,352,864,2157,384
1176,4152,1653	1000,352,864,1160,384
1176,84,1653	1000,65,2667,1160,384
1176,2700,3813	1000,352,235,3179,1893,3255,384
1176,6978,3072	1000,1133,537,2628,1272,384
2817,1455,2648	1000,1139,3129,3255,384
1379,922,2976	1000,235,3352,3349,1832,384
1379,1031	1000,235,2810,3398,3255,384
1379,1566	1000,3099,742,384
1379,5846	1000,1710,862,384
1379,3813,4272	1000,259,2771,2898,384
5900,182	100,2753,3310,747,384
6977,2648,2431	796,235,1131,175,145
6823,5232	272,235,773,259,862,384
6823,1004	235,2325,2657,862,384
6580,1900	1695,481,1834,517,384
1047,4342	2426,1605,3404,448,129
122,4432,5864	447,2157,2250,2557,384
122,2870,1470	447,1000,2552,1589,384
122,2870,3412	447,1000,352,1904,352,384
6090,4540	1000,1908,3092,3092,517,384
3811,6265	242,796,1072,384
1074,4708	2094,2886,2769,1708,384
1074,4708	2685,1734,3035,1638,384
1074,5895	1835,542,2935,129
1074,5895	1835,2619,75,384
1074,5895	1835,542,2935,384
6256,3874	1774,2919,272,3255,175,2374
3453,5077	332,1904,1181,384
853,846	500,2959,862,384
1725,6227	1662,2838,3391,129
5805,3860	2426,1605,697,476,384
5805,6265	103,1717,2628,1072,100,230,384
490,1600	447,2393,384
3088,645	259,259,716,2505,384
1954,505	272,1157,384
3720,2312	1738,1958,2602,3236,384
3720,2312	603,816,611,611,3092,997,384
182,4105,6826	3310,747,922,201,384
182,846	3310,747,2959,862,384
182,3004	3310,747,1245,3083,327,862,384
2286,805	2892,1793,616,384
5666,1862	1000,1908,2959,862,384
5666,5141,2648	1000,1908,2419,2552,862,1706,384
707,4105,2648	3179,235,1469,2634,2020,145
1154,4570	755,1469,2118,427,2758,1601,2077,145
2813,6459,1176	1000,1717,2947,3327,145
2813,6459,1176	3179,235,1469,2634,2798,2614,2374
6791,2837,3376	1000,1147,235,1523,145
5362,5107	1410,1904,1272,235,328,145
4181,1747	725,238,1423,883,384
4786,3376,4218	1000,1908,1357,3037,862,2077,145
4786,1653,182	1160,235,3310,747,2077,145
4786,1653,5393	789,1454,470,862,2077,145
4786,1653,5393	1160,1454,470,862,2077,145
4786,1653,4970	1160,467,881,175,145
4627,2884	1586,259,1834,384
4976,2648,3652	1748,1594,129
1241,1653,3412	1160,2296,242,2077,145
3967,2870,5864	2240,1000,1904,1272,728
3156,3165,1176,3946	1808,1000,1457,3255,3129,384
1489,5870	429,3092,129
1489,3831	280,2667,647,3071,129
1489,5801	280,2514,1155,1311,384
1489,603	429,2842,881,384
1489,603	100,2842,881,384
3713,6506	2558,272,1834,384
4681,4105,4010	2157,837,2130,1904,2195,384
4681,4105,6732	2157,2638,862,384
6932,3227	2157,1421,2403,507,384
6856,3376,2837	1000,1147,1736,862,129
6856,4595	2628,1072,2919,1527,2512,2560,384
5114,2837,1653	1160,1147,259,175,145
5114,2837,1653	1160,259,175,145
5114,5480	2784,3282,2020,129
5114,2827	272,3324,3282,384
1176,6459,3824	1000,30,862,384
1176,788,2279	1000,1319,388,2459,384
1176,6127,3946	1000,280,2296,2121,384
1176,2559,2623	1000,280,1457,2917,384
1176,6900,2435	1000,1505,1762,378,384
1176,4563,5217	1000,233,2226,2052,384
1176,4563,6271	1000,1350,233,1421,259,384
1176,4563,5252	1000,1350,1736,3398,3072,384
1176,2523,4856	1000,755,603,816,384
1176,1904,1653	1000,680,1160,3255,384
1176,3773,16	1000,527,711,3051,384
1176,3773,4829	1000,527,1435,1105,613,2437,384
1176,3773,1339	1000,527,711,2157,1908,384
1176,1032,1475	1000,2560,1717,3179,384
1176,84,80	1000,65,2667,2001,1902,384
1176,84,2874	1000,65,2667,2132,1821,384
1176,6273	1000,565,997,1211,862,384
1176,4278,3650	1000,235,796,1893,1457,3255,384
1176,3491,4068	1000,3319,1736,3043,1975,1060,384
1176,6575,4432	1000,631,3112,2157,384
1176,6575,1653	1000,631,3112,1160,384
1176,623,3378	1000,352,2667,3202,2784,384
1176,3112,6899	1000,2873,399,862,384
1176,6222,7109	1000,1518,1316,1220,1783,3234,384
1176,6222,1362	1000,1139,2076,384
1176,6335,1475	1000,1717,3179,3327,2428,1999,384
2817,2393	1000,1139,274,2498,384
2817,6028,5864	1000,1139,1546,2552,384
1379,2616,1097	1000,1888,235,3134,348,617,384
1379,922,4289	1000,235,3352,280,3037,2832,3255,2195,384
1379,1621,3733	1000,1717,1204,384
1379,5480	1000,1421,259,3324,384
1379,3724	1000,2256,3338,862,384
1379,3724	1000,2532,3338,384
1379,6093	1000,1717,3152,902,384
1379,6506	1000,235,2671,272,3255,384
1379,30	1000,215,862,384
6977,182,6290	3310,747,2438,259,517,145
6977,2648,6165	2628,235,1160,3255,2077,145
2753,6127,1607	2628,280,1734,2296,129
2753,6127,1607	280,1734,2296,129
6823,4286,3356	3179,235,1000,2824,770,3255,1601,384
6580,3946,3692	2165,2667,1457,280,384
1047,5550	1328,3237,3009,2019,384
122,2870,4767	1330,1000,2924,1655,384
6090,4397	1330,1000,1147,1014,1851,517,384
6090,5870	3092,517,384
6090,5231	1330,1000,1147,1014,1851,517,384
6090,5231	1000,1908,2393,1851,517,384
2871,4105,4082	2195,1454,235,755,2648,3255,384
3811,564	2834,436,242,242,384
2650,4105,4732	1607,1915,640,1736,862,384
4448,3867	2079,2914,1350,2663,129
4380,1719	1801,954,569,2296,384
6709,7068	259,603,191,384
1074,2926,7053	1835,755,2195,2557,862,384
5111,1176,6802	259,384,1000,40,2629,384
2406,2198	1548,2557,517,384
2406,4357	1548,1896,980,384
6412,4432	1695,2393,2157,384
853,1973,4432	500,1245,862,2157,384
1725,1600	1904,1002,3391,3409,384
490,5898	2250,2557,384
4912,2306	3179,2150,235,1454,2405,384
4912,2306	2195,1454,2150,235,672,2819,384
4912,5468	2628,1421,2779,384
4912,6502	3179,235,272,3255,384
2165,1583	2157,1908,833,2833,384
2165,587	2157,1908,1744,622,862,384
494,4105,486	3179,235,353,1860,384
182,624	3310,747,912,708,862,384
182,1450	2418,747,3251,577,48,764,384
182,508,4272	3310,747,2729,2771,862,384
182,1913,1653	2418,747,242,2063,1160,862,384
2875,1362	2418,747,1139,2076,384
5815,6899	2418,747,368,862,384
2286,564	616,997,2557,384
3410,5848,2870	2076,2076,1000,384
6556,1176,6899	1000,399,862,2077,145
5666,2837,2896	1000,1147,235,176,1659,384
5666,2837,6564	1000,1147,187,1736,862,384
5666,3432,5251	1000,1147,2194,1829,862,384
5666,3717,3994	1000,1908,1734,2344,2021,2271,384
5666,4767,4432	1000,1147,2671,1929,2157,384
5666,2431,182	1000,1908,501,3310,747,384
5666,623,182	1000,1908,352,2667,3310,747,384
5666,623,2926	1000,1147,2667,1904,3352,384
707,922,5443	773,1734,2295,862,129
707,922,5443	2784,3171,1451,2020,129
707,4105,4570	755,1469,2118,427,2758,1601,2077,145
1154,3650	796,235,1469,2118,145
1154,3072	3179,235,1469,2634,2020,145
1154,3072	796,235,1469,2118,145
1154,3072	3179,235,1469,2634,2374
6791,2837,1653	1160,235,1523,145
6791,5299,2648	1523,1168,3255,145
6791,4105,5107	1410,1904,1272,235,328,145
6791,4105,3650	796,235,328,145
2809,4105,2648	2628,235,328,3255,145
4181,1757	725,1211,1518,2048,1474,384
6375,6179	3244,2405,701,1834,384
7097,1475	1160,1717,2628,1072,384
7097,5202	1160,755,1180,129
536,4570	755,1469,2118,427,2758,1601,2077,145
4786,1653,4538	1160,2470,175,145
4786,1653,4538	789,1717,2470,2077,145
4786,1653,5141	789,7,2757,862,2077,145
4786,1653,5141	1160,7,2757,862,2077,145
4786,1653,1144	1160,3368,3410,2077,145
4627,5215	380,1323,1834,129
4208,4432,5864	3010,2157,2250,2557,384
4274,182,3164	380,1717,2517,3310,747,1245,3167,3000,384
1241,3376,1455,2648	1000,1908,2296,3129,1736,2077,145
1241,1653,2198	1160,2296,30,175,145
1241,1653,5964	1160,2296,374,1097,175,145
1241,1653,20	1160,1139,2787,2493,175,2374
137,1653,5555	1160,1245,2858,2672,1674,862,175,145
3156,1653,5433	1160,95,614,2077,2374
3156,1653,5433	789,95,614,2077,145
3156,3603,6729	260,2019,1054,2861,384
1489,1607,4970	100,2635,881,384
1489,1607,6826	280,2667,922,201,384
1489,448	280,537,285,2666,862,384
1489,1147,2870	100,2557,2666,1000,384
170,177	3404,984,2798,521,3403,384
170,6179	2393,2974,701,1834,384
4045,405	3063,184,235,1470,1717,3255,384
1190,2648,6227	2438,518,2552
5430,1354	2325,2657,259,384
5430,1354	2325,2657,259,129
5430,238	2241,2657,259,129
4681,508,2724	2157,1454,470,862,384
4681,2862,922,1458	2157,755,3049,2974,384
4681,6608,3396	2157,527,1435,2849,384
4681,93,224	2157,1131,500,384
4681,3112,4032	2157,1421,1074,3246,384
6932,3452,3164	2157,380,1717,2333,2552,862,384
5114,2293	272,2666,2195,384
5114,1730,1653	1160,3246,129
5114,331	272,2101,250,129
1176,1400,1653	1000,2883,1341,1160,384
1176,5365,5251	1000,682,687,1422,862,384
1176,6459,1621,3733	1000,1717,1204,384
1176,6459,5480	1000,1421,259,3324,384
1176,6459,3724	1000,2256,3338,862,384
1176,6459,3854	1000,1717,1953,1763,384
1176,6046,262	1000,1505,862,479,306,1400,384
1176,5046,182	1000,1418,2418,747,1245,862,2672,1674,384
1176,6127,4540	1000,3092,280,862,384
1176,2559,3078	1000,2685,2926,814,384
1176,2559,4767	1000,1904,2685,2926,2924,384
1176,2523,922,1458	1000,755,1904,3049,2974,384
1176,2523,922,4947	1000,755,1904,1169,2053,384
1176,2523,922,2417	1000,755,1904,1595,2798,2386,384
1176,3773,2676	1000,527,711,1873,306,384
1176,3773,362	1000,527,711,2628,3389,384
1176,2431,4773	1000,501,1491,1195,384
1176,4070,1653	1000,352,1160,384
1176,3412,922,7144	1000,242,1736,1904,985,2222,384
1176,4065	1000,869,2841,862,384
1176,623,922,4947	1000,352,2667,1904,1600,2053,384
2817,5349,1653	1000,2667,1638,1160,384
1379,1341,869	1000,87,200,1393,680,384
1379,2910	1000,1717,2009,1309,384
1379,1885,3164	1000,380,1717,755,1927,862,384
1379,4389	1000,235,1273,2841,3255,384
1379,4570,1475	1000,235,427,30,3255,384
1379,1198,4538	1000,1835,1717,2470,384
1379,1198,1144	1000,280,3368,3410,384
1379,595	1000,2000,1733,862,384
1379,3813,895	1000,259,1962,3109,384
1379,3813,5467	1000,259,492,384
1379,2970	1000,3268,1589,862,129
1379,2970	1000,2201,1589,862,129
1379,6331,6729	1000,235,2594,259,3255,384
1379,998	1000,1938,22,280,2532,384
6565,4512	1000,531,3410,862,384
6565,3692,2071	1000,1904,2685,2926,2924,384
6977,3650,2431	796,235,1131,175,145
6977,3650,6502	272,3255,145
6823,764	773,2355,3324,862,384
6823,6278	1706,235,869,942,3255,384
6823,6410	1410,3355,862,384
6823,6410	1717,1410,3355,384
6823,5503	2353,1717,1410,2146,384
6823,3813,645	773,831,862,384
6823,1097,671	1706,773,1155,862,384
1047,4564	880,355,242,129
1047,6093	1328,3237,242,384
1047,7113	880,355,2428,1999,129
122,2870,2700	1330,1000,352,1904,352,384
6090,3175,3164	1000,1908,380,1717,2552,517,384
2871,2636,4732	2195,1454,1139,880,355,384
4053,7053,5864	760,1394,1546,30,862,384
4053,4105,2782	760,1394,1421,1962,384
2613,1176,3175,3164	1000,380,1717,2296,2552,862,2077,145
3978,4703	298,298,2798,2527,230,384
7122,3140,722	1000,3255,1579,1722,3136,384
1074,2926,5060	2778,755,2195,2924,1655,384
3909,551	1835,2195,542,997,384
1803,6331,6120	1245,1014,2042,306,384
2406,2220	1548,2512,2186,603,816,384
2406,5870	1361,1160,3044,1014,384
3445,1653,1020	1904,1518,3331,213,129
3445,1653,297	1736,1738,900,2063,384
553,4732,1653	1160,272,2789,912,129
553,4732,1653	1160,272,2789,912,129
853,4105,4342	500,1421,3404,448,384
853,4105,4119	500,881,1909,280,259,384
853,2408,2198	500,1734,2344,30,384
853,2408,2198	500,1888,2960,30,384
2092,7053	755,2195,2557,862,384
897,3890	1160,2121,3000,1222,1834,567,384
5805,1563,4375	1275,1000,1908,103,1717,1904,137,517,129
4132,2953	100,332,2916,242,3409,384
4132,6093	100,332,864,862,384
4132,2514	100,332,2320,3409,862,384
4132,6890	280,2667,2121,3000,862,384
4132,3073	100,332,3407,650,862,384
4132,2909	100,332,1015,1311,862,129
5205,2960	1378,1160,259,2366,384
4161,2648,3485	1695,873,3193,384
4161,2648,3485	429,2429,1595,384
4161,2870,3733	3010,1000,518,1204,384
1021,4375,3378	1638,1293,1000,1147,2784,1904,1135,384
1954,4105,649	796,235,1000,3255,384
4912,6241	796,235,3294,3213,3255,384
4912,5232	796,272,235,773,259,862,384
4912,805	1018,129
2165,5404	2157,1147,1643,2335,862,384
3308,1640	1706,1908,235,777,3255,384
494,4105,649	2628,235,1000,3255,384
494,4105,6502	3179,235,272,3255,384
182,4913	3310,747,169,3409,384
182,4105,1978	2418,747,235,3244,2485,3255,384
182,4105,895	2418,747,1962,3109,384
182,5060,2870	750,2427,1503,2671,1929,1000,384
182,6919,1116	3310,747,146,1410,862,384
182,6712,4432	3310,747,1638,155,862,2157,384
182,3112,1628	3310,747,563,862,384
182,639,3652	3310,747,2919,1527,137,2557,129
2127,2648,5077	332,926,1904,1181,384
2377	122,2344,16,631,642
2377	831,2344,16,631,129
3263,5848,182	1784,3321,1418,2418,747,384
3410,2997,3412	3092,577,1737
5666,2837,895	1000,1147,1421,1527,2437,384
5666,3717,4397	1000,1147,2296,1014,1851,384
5666,84,3378	1000,1147,65,2667,3202,2784,384
5666,4658	1000,1908,3037,1455,862,384
5666,6310	1000,1147,1784,1593,384
6867,4973	1000,1908,2532,235,3037,1606,2195,862,384
6867,5596	1000,1908,1717,1214,3409,384
6902,6227	711,591,518,2557,384
707,4105,2431	1131,235,1469,2634,145
707,4105,3650	796,235,1469,2118,145
707,4105,3650	796,235,1469,2118,2020,145
707,4105,3072	3179,235,1469,2634,2020,145
6791,511,2648	2628,235,328,2064,3255,145
6791,3112,1475	328,2557,862,2628,1072,145
1320,6550	2784,1414,1606,997,2552,862,384
7097,6732	1160,1562,2638,862,129
536,3384	2438,755,100,3255,2077,145
4786,1653,2724	789,1454,470,862,2077,145
4786,1653,2724	1160,1454,470,862,2077,145
4786,1653,895	1160,1527,2437,175,145
4786,1653,2470	789,1889,1509,259,862,2077,145
4786,1653,2470	1160,1908,1889,1509,259,862,2077,145
4786,1653,2470	1160,1889,1509,259,862,2077,145
4786,1653,5467	1160,492,862,175,2374
4208,6331,3776	2459,1087,1338,30,384
4274,1303	1311,2426,3404,2557,129
1241,1653,3673	1160,1518,1064,353,2077,145
7143,5818	1361,439,3080,384
1489,5715,3652	280,2667,1695,1985,642
3119,922,6824	604,1904,1272,1050,384
4123,4815	1666,1274,2649,1014,384
4681,6127,20	2157,280,1139,2787,2493,384
4681,4105,922,6747	2628,235,1904,1272,1222,2683,384
4681,4105,1621,3733	2157,1717,1204,3327,384
4681,4105,4286,5507	2157,235,1000,3255,3034,642
4681,4105,3692,3379	2157,280,235,2916,306,384
4681,4105,3692,3379	2157,1835,443,384
4681,4105,3452,3164	2157,380,1717,2333,2552,862,384
4681,2174,6285,4375	2157,2690,428,862,1000,1147,384
4681,2160,6457	2157,1577,1322,306,384
4681,946,1621,2870	2157,3286,596,862,1000,384
4681,6788,645	2157,3009,2019,2798,1911,926,384
4681,3395,3378	2157,352,2667,3202,2784,384
6932,1198,3733	2157,280,1717,1204,384
6932,1118	2157,1717,1097,2222,384
5114,6516,1653	1160,840,2634,1893,145
5114,6516,1653	796,1160,1112,2374
5114,6516,1653	1160,1147,1112,145
5114,6516,1653	789,1112,145
5114,3882	2784,331,2020,129
1176,6459,3787	1000,1752,3338,862,384
1176,6459,1199,4970	1000,1421,831,997,384
1176,6928,2648	1000,40,2629,1706,384
1176,2545,1653	1000,685,631,1160,384
1176,2545,1653	1000,631,997,1160,384
1176,3717,3412,182	1000,242,2226,213,3310,747,384
1176,6127,1455,2648	1000,2768,1362,3129,1736,3179,1904,1135,384
1176,6127,1455,2648	1000,3129,280,1736,384
1176,6127,5870	1000,280,2296,3092,384
1176,3390,1653	1000,2899,1325,1160,384
1176,2789,4286,6729	1000,3129,2226,259,1736,280,2296,332,259,862,384
1176,2789,3412,4432	1000,3368,1323,242,213,2157,862,384
1176,677,5508	1000,1835,2268,997,384
1176,6358,6331,4947	1000,1244,2858,2053,862,384
1176,4563,3969	1000,233,2226,1421,2625,1407,384
1176,4563,3640	1000,1350,233,280,2122,3375,384
1176,508,2648,1885	1000,235,2486,842,2226,1736,3255,384
1176,2523,922,3733	1000,755,1904,1272,1204,384
1176,2523,4837,2762	1000,755,1904,2165,2577,384
1176,2523,6285,3812	1000,2481,1224,1422,384
1176,3773,3305	1000,527,1435,2674,22,384
1176,3773,6353	1000,527,1435,1690,1492,384
1176,3773,6285,6900	1000,527,1435,1505,384
1176,3773,6285,4450	1000,527,711,426,2026,384
1176,2431,2919	1000,1131,2142,2108,384
1176,2431,2800	1000,1131,2672,64,384
1176,2431,6571	1000,1131,1155,2130,3060,384
1176,2431,3305	1000,527,1435,2674,22,384
1176,4152,2234	1000,352,864,1106,613,341,384
1176,6269,3175,3164	1000,362,1717,2481,1954,3092,862,384
1176,84,922,6708	2157,65,2667,1904,2125,2897,820,384
1176,84,2764	1000,65,2667,3389,2064,1698,384
1176,84,6285,6429	1000,65,2667,2027,1380,384
1176,1711,182	1000,695,1468,2418,747,384
1176,6923,7109	1000,2375,1972,3375,1215,384
1176,2700,1176,3717	1000,352,1000,1734,2344,384
1176,6978,3415	1000,537,750,671,1371,1943,1943,1257,641,384
1176,623,6285,1780	1000,352,407,384
1176,623,6285,1470	1000,352,1589
1176,3112,1621,3733	1000,2285,1301,1717,1204,384
1176,3112,3813,5217	1000,1421,2052,384
2817,788,3072	1000,2667,1319,3179,3352,384
2817,5555,1653	1000,1518,1245,3167,3000,2517,1160,384
2817,6900,1475	1000,1139,1717,3179,3327,1505,2760,384
2817,4931,4432	1000,1518,2552,1976,2157,3255,384
1379,922,981	1000,235,1272,716,1454,384
1379,922,2643	1000,235,3352,1404,42,384
1379,2065	1000,492,1589,862,384
1379,2065	1710,1589,862,384
1379,4732,922,6611	1000,1717,2803,1492,384
1379,4732,4286,4987	1000,2628,2150,2657,2757,384
1379,3813,1323	1000,272,610,384
1379,1199,4538	1000,1421,2470,384
6565,508,4856	1000,755,603,816,384
6565,508,7035	1000,755,416,384
6977,2648,6506	209,1626,2077,145
2753,4105,6410	1410,3355,862,384
2753,4105,6410	1717,1410,3355,384
2753,5673,2073	242,137,2557,280,399,384
2753,3591,6704	1734,2296,1518,1410,3355,384
2753,3591,6704	1734,2296,2667,1410,3355,862,384
6823,922,2538	1706,235,3352,1345,2821,384
6823,129	766,1601,766,851,384
6823,6728	859,1408,259,2052,384
6823,218	1706,755,2283,229,862,384
6823,4286,2703	1000,1361,888,384
6823,1198,649	280,235,1000,3255,384
6823,1097,351	1706,773,1803,862,384
6823,1097,186	1706,773,1155,3175,384
6823,1199,671	1706,1421,1155,384
1047,182,1235	3368,2426,3310,747,3404,984,384
1047,2648,4342	2426,1605,3404,448
122,2870,3412,2648	1330,1000,242,242,384
2499,6331,5158	584,1155,2413,384
2613,1176,2198,5864	1000,1734,2344,1546,30,175,2374
1592,2870,6265	1717,796,3327,2063,1000,384
7122,7126,505	1000,3255,786,3136,384
7122,2026,1440	1000,1211,3136,384
7122,2026,505	1000,1211,3136,384
7122,1231,4105,4570	1000,3255,966,1463,235,427,3255,384
4247,5715,3652	850,280,1695,220,384
2955,5167	3007,2019,1054,351,384
2775,6	2124,246,3436,343,517,384
2130,3072,3164	380,1717,3152,2628,1272,384
5382,5167	1806,3017,1160,2130,2392,384
3445,1653,5077	332,213,129
3445,1653,3839	332,213,384
3036,4286,754	1275,1000,1980,1594,384
6296,3376,4540	1000,1908,2846,2026,351,2077,145
853,5701,2386	500,1350,1736,1857,1857,280,1195,3255,384
853,1515,4432	500,1297,2157,384
853,93,182	500,1131,2418,747,384
